story,word,pos,lemma
story1.txt,and,CCONJ,and
story1.txt,store,NOUN,store
story1.txt,"

",SPACE,"

"
story1.txt,Caught,VERB,catch
story1.txt,from,ADP,from
story1.txt,some,DET,some
story1.txt,unhappy,ADJ,unhappy
story1.txt,master,NOUN,master
story1.txt,whom,PRON,whom
story1.txt,unmerciful,ADJ,unmerciful
story1.txt,Disaster,NOUN,disaster
story1.txt,"

",SPACE,"

"
story1.txt,Followed,VERB,follow
story1.txt,fast,ADV,fast
story1.txt,and,CCONJ,and
story1.txt,followed,VERB,follow
story1.txt,faster,ADV,fast
story1.txt,till,SCONJ,till
story1.txt,his,PRON,his
story1.txt,songs,NOUN,song
story1.txt,one,NUM,one
story1.txt,burden,NOUN,burden
story1.txt,bore,NOUN,bore
story1.txt,—,PUNCT,—
story1.txt,"

",SPACE,"

"
story1.txt,Till,SCONJ,till
story1.txt,the,DET,the
story1.txt,dirges,NOUN,dirge
story1.txt,of,ADP,of
story1.txt,his,PRON,his
story1.txt,Hope,PROPN,Hope
story1.txt,that,SCONJ,that
story1.txt,melancholy,PROPN,melancholy
story1.txt,burden,NOUN,burden
story1.txt,bore,NOUN,bore
